86	86_perdue farms_Perdue Way - Veggie Fed.mp4	108	https://cognitivestudy.blob.core.windows.net/videos/86_perdue farms_Perdue Way - Veggie Fed.mp4	15230	Perdue Way - Veggie Fed Perdue Way - Veggie Fed 100% Vegetarian Fed. Includes ingredients such as corn, soybean meal, and marigold. Learn more about Perdue Way here:	Title
87	87_lexus(all vids are unique but only lexus splash screen after 28 sec)_The Lexus RX_ Quiet Night _ Lexus.mp4	103	https://cognitivestudy.blob.core.windows.net/videos/87_lexus(all vids are unique but only lexus splash screen after 28 sec)_The Lexus RX_ Quiet Night _ Lexus.mp4	45050	The Lexus RX: Quiet Night | Lexus This is the official YouTube account for Lexus USA. Share this video: Discover more from the world of Lexus: Lexus Recent Activities: Popular Uploads: Lexus How-To Series: Visit our website: Follow Lexus on Social Media: Facebook: Twitter: Instagram: TikTok:	Title
89	89_ford motor company_The 2022 Ford F-150®_ Tougher and Smarter _ F-150 _ Ford _30.mp4	25	https://cognitivestudy.blob.core.windows.net/videos/89_ford motor company_The 2022 Ford F-150®_ Tougher and Smarter _ F-150 _ Ford _30.mp4	35040	The 2022 Ford F-150®: Tougher and Smarter | F-150 | Ford :30 Welcome to the AUTOMOTIVE DAILY channel. Daily updates from the Auto Industry. Don't forget to click the Bell to get notifications for our new videos! The 2022 Ford F-150 is here. With available 14,000 lbs of towing capacity,* an available 3.5 L PowerBoost full hybrid engine, the new F-150 is the	Title
90	90_rolex_The new Rolex Yacht-Master 42.mp4	58	https://cognitivestudy.blob.core.windows.net/videos/90_rolex_The new Rolex Yacht-Master 42.mp4	29610	The new Rolex Yacht-Master 42 Rolex is presenting a new version of the Oyster Perpetual Yacht-Master 42. From now on, this nautical watch is also available in 18ct yellow gold. The new version, which, Discover	Title
91	91_lexus(all vids are unique but only lexus splash screen after 28 sec)_2022 December to Remember_ Wonderland _ Lexus.mp4	103	https://cognitivestudy.blob.core.windows.net/videos/91_lexus(all vids are unique but only lexus splash screen after 28 sec)_2022 December to Remember_ Wonderland _ Lexus.mp4	45050	Lexus December To Remember Sales Event TV AD SPOT 0:30 'Wonderland' Check out Lexus' 30 second TV commercial, 'Wonderland [T1]' from the Auto Makers industry. Keep an eye on this page to learn about the songs, characters, and celebrities appearing in this TV commercial. Share it with friends, then discover more great TV commercials on iSpot.tv Published: November 21, 2022 Advertiser: Lexus @lexus Advertiser Profiles: Ad URL: Agency: Team One ...	Title
92	92_chickfila_A #FreshMade Twist on Chick-fil-A's New Premium Salads.mp4	76	https://cognitivestudy.blob.core.windows.net/videos/92_chickfila_A #FreshMade Twist on Chick-fil-A's New Premium Salads.mp4	52850	"A #FreshMade Twist on Chick-fil-A's New Premium Salads Our ""Behind the Scenes"" new salads video just the got the bad lip reading treatment! Be sure to check out the original video here:"	Title
93	93_mercedes benz_The new E-Class Coupé – Teaser – Mercedes-Benz original.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/93_mercedes benz_The new E-Class Coupé – Teaser – Mercedes-Benz original.mp4	21780	The new E-Class Coupé – Teaser – Mercedes-Benz original World premiere 14th December 2016: The new Mercedes-Benz E-Class Coup (C 238) is presented to the world. Watch a first preview of the new E-Class Coup here. Experience the world of Mercedes-Benz: Subscribe to Mercedes-Benz on YouTube:	Title
94	94_mcdonalds_McDonald's $1 Any Size Soft Drinks - Straw Rockets.mp4	204	https://cognitivestudy.blob.core.windows.net/videos/94_mcdonalds_McDonald's $1 Any Size Soft Drinks - Straw Rockets.mp4	15020	McDonald's $1 Any Size Soft Drinks - Straw Rockets Friends launcing paper at each other using straws followed by a promotion of the drinks sold by the brand.	Title
95	95_l'oreal paris_L'Oréal Paris Lash Paradise Mascara - Digital Edit.mp4	24	https://cognitivestudy.blob.core.windows.net/videos/95_l'oreal paris_L'Oréal Paris Lash Paradise Mascara - Digital Edit.mp4	15020	L'Oréal Paris Lash Paradise Mascara - Digital Edit Subscribe to L'Oral Paris: Watch More Content: (Playlist URL) Follow Us: Website: Twitter: Pinterest: Instagram: Facebook:	Title
96	96_mastercard_mastercard.mp4	252	https://cognitivestudy.blob.core.windows.net/videos/96_mastercard_mastercard.mp4	30230	Mastercard - Priceless 2 (30 second TV spot) A Mastercard commercial featuring a toddlers affection for a cardboard box. To see more of Capsule Media's ad portfolio, please visit:	Title
98	98_kohl's_kohl's.mp4	84	https://cognitivestudy.blob.core.windows.net/videos/98_kohl's_kohl's.mp4	15280	More Gifts, More Savings | Kohl’s This holiday season, find more reasons to celebrate at Kohls! From top toys to cozy essentials, get gifting now with more savings. Learn more: Trends, styling tips, outfit inspiration you're going to	Title
99	99_kelloggs_videoplayback.mp4	161	https://cognitivestudy.blob.core.windows.net/videos/99_kelloggs_videoplayback.mp4	30000	Kellogg's Corn Flakes - Love Story (2008, UK) A cereal box bumps into a milk bottle. These two were destined to be. It even says so on the box's artwork.	Title
101	101_bank of America_We’re Bank of America.mp4	255	https://cognitivestudy.blob.core.windows.net/videos/101_bank of America_We’re Bank of America.mp4	36460	We’re Bank of America This is your go-to place for tips, financial know-how, and more.	Title
102	102_cadillac_Cadillac V-Series Blackwing Interior Craftsmanship  Cadillac.mp4	126	https://cognitivestudy.blob.core.windows.net/videos/102_cadillac_Cadillac V-Series Blackwing Interior Craftsmanship  Cadillac.mp4	15020	Cadillac V-Series Blackwing: Interior Craftsmanship | Cadillac The 2022 CT4-V Blackwing and CT5-V Blackwing Luxury Sports Sedans both take inspiration from Cadillac Racing inside as well as outside. Each interior features cut-and-sewn leather, suede microfiber materials, detailed stitching and unique quilt patterns and perforations. The CT5-V Blackwing offers a book-matched carbon fiber seatback as well. Learn more about the CT4-V Blackwing: Learn more about the CT5-V Blackwing:	Title
103	103_tyson foods_Bacon Weave Grilled Cheese.mp4	101	https://cognitivestudy.blob.core.windows.net/videos/103_tyson foods_Bacon Weave Grilled Cheese.mp4	15020	Bacon Weave Grilled Cheese Grilled cheese. Bacon. Smoked sausage. A triple threat that your taste buds will thank you for.	Title
104	104_neiman marcus_Live Your Luxury l Wedding Guest l Neiman Marcus Fall 22.mp4	203	https://cognitivestudy.blob.core.windows.net/videos/104_neiman marcus_Live Your Luxury l Wedding Guest l Neiman Marcus Fall 22.mp4	30050	Live Your Luxury l Wedding Guest l Neiman Marcus Fall 22 Why blend in when you can stand out as the best-dressed guest? Welcome to a new season. We invite you to explore the latest pieces, just-arrived exclusives, capsule collections & collabs to inspire you express your sense of luxury.	Title
105	105_zillow_Zillow Has The Most Homes (_15).mp4	16	https://cognitivestudy.blob.core.windows.net/videos/105_zillow_Zillow Has The Most Homes (_15).mp4	15120	Zillow Has The Most Homes (:15) Two lovebirds find the home theyve been looking for. Download the Zillow App S.	Title
106	106_redbull_Flying Fish.mp4	129	https://cognitivestudy.blob.core.windows.net/videos/106_redbull_Flying Fish.mp4	30000	Flying Fish Red Bull Gives You Wiiings	Title
107	107_chickfila_Lettuce.mp4	76	https://cognitivestudy.blob.core.windows.net/videos/107_chickfila_Lettuce.mp4	15020	Lettuce Lettuce gets some well-deserved lyrical love in this ballad to our seasonal Smokehouse BBQ Bacon Sandwich.	Title
108	108_frito lay_Let's Summer _ Frito-Lay _15 _ Cannon Ball.mp4	79	https://cognitivestudy.blob.core.windows.net/videos/108_frito lay_Let's Summer _ Frito-Lay _15 _ Cannon Ball.mp4	15020	Let's Summer | Frito-Lay :15 | Cannon Ball Get your fave snack for your favorite season. Be on the beach, the trails, the lake, or in your backyard, we have the perfect snack for it. Frito Lay. Lets summer!	Title
109	109_mastercard_MasterCard Cashless.mp4	252	https://cognitivestudy.blob.core.windows.net/videos/109_mastercard_MasterCard Cashless.mp4	45140	MasterCard Cashless Use your Debit MasterCard to pay for your daily shopping, dining, bills, and services. Enjoy more convenience the cashless way!	Title
110	110_l'oreal paris_Elvive Wonder Water In-Shower Treatment.mp4	251	https://cognitivestudy.blob.core.windows.net/videos/110_l'oreal paris_Elvive Wonder Water In-Shower Treatment.mp4	15000	Elvive Wonder Water In-Shower Treatment Visibly transform your hair in 8 seconds with Wonder Water Subscribe to L'Oral Paris: Watch More Content: (Playlist URL) Follow Us: Website: Twitter: Pinterest: Instagram: Facebook:	Title
111	111_ford motor company_Ford Expedition_ A Vehicle That Works for Families _ Expedition _ Ford.mp4	25	https://cognitivestudy.blob.core.windows.net/videos/111_ford motor company_Ford Expedition_ A Vehicle That Works for Families _ Expedition _ Ford.mp4	35040	Ford Expedition: A Vehicle That Works for Families | Expedition | Ford Parents work hard every day to spend a little more time with their family. The Ford Expedition is built to be a better big to help growing families enjoy lifes everyday moments. Learn more about the 2019 Ford Expedition here: Discover more 2019 Ford Expedition videos here: SUBSCRIBE: Connect with Ford: Facebook: Twitter: Instagram: Ford Social: About Ford: The	Title
112	112_mccain_mccain.mp4	104	https://cognitivestudy.blob.core.windows.net/videos/112_mccain_mccain.mp4	30000	McCain - Here's To Love (2018) Love doesnt care about gender, where youre from or what others may think. It wont judge on ability or so-called disability. Frozen food company McCain featured a lesbian couple in its new advert after a gay couple in their last ad campaign received a slew of horrific abuse online. The new campaign, Heres To Love, features real-life couples, including lesbian	Title
113	113_columbia sportswear_Columbia Sportswear _ Columbia Warm.mp4	127	https://cognitivestudy.blob.core.windows.net/videos/113_columbia sportswear_Columbia Sportswear _ Columbia Warm.mp4	30090	Columbia Sportswear | Columbia Warm At Columbia, when the cold front hits, we head outside to test our gear. We don't stop until everything we make is warm enough so you can stay out there in any condition. There's warm. Then there's Columbia Warm. Tested Tough in the Pacific Northwest. Connect with Columbia Sportswear Online: Like Columbia Sportswear on FACEBOOK: Follow Columbia Sportswear on TWITTER:	Title
114	114_brainly(is it tech sector b2c)_Brainly Tutor.mp4	137	https://cognitivestudy.blob.core.windows.net/videos/114_brainly(is it tech sector b2c)_Brainly Tutor.mp4	30000	Brainly Tutor Brainly Tutor provides students with real-time access to live chat support for the subjects that challenge them the most. In seconds, Brainly users are connected with an authorized tutor from the platforms extensive global pool of expert staffers. Launching first in the U.S. market, Brainly Tutor will initially be providing expert help for math and physics coursework, with additional subjects	Title
115	115_pepsi_Grillmaster.mp4	142	https://cognitivestudy.blob.core.windows.net/videos/115_pepsi_Grillmaster.mp4	15020	Grillmaster After renewing its nearly four-decade partnership with the NFL, Pepsi is back for the 2022 season, making sure fans everywhere know football watching is With a campaign focused specifically on Pepsi Zero Sugar, the brand is unveiling two new national TV spots Grillmaster and Blocking the Kick - that merge the longstanding NFL partnership platform with the award-winning	Title
116	116_brooks brothers__Shift Into Fall_ - Brooks Brothers Fall 2012.mp4	221	https://cognitivestudy.blob.core.windows.net/videos/116_brooks brothers__Shift Into Fall_ - Brooks Brothers Fall 2012.mp4	25520	"""Shift Into Fall"" - Brooks Brothers Fall 2012 An elegant couple plan an urban escape from the city to the water's edge."	Title
117	117_glossier_No. 1 Pencil Eyeliner with Olivia Rodrigo _ Glossier.mp4	258	https://cognitivestudy.blob.core.windows.net/videos/117_glossier_No. 1 Pencil Eyeliner with Olivia Rodrigo _ Glossier.mp4	30050	No. 1 Pencil Eyeliner with Olivia Rodrigo | Glossier Join us (and Olivia Rodrigo!) in welcoming No. 1 Pencil eyeliner to the universe!!! Available now in stores and on SKIN FIRST. Glossier Futuredew MAKEUP SECOND. Glossier Perfecting Skin Tint in G9 & G10 Glossier Stretch Concealer in G10 Glossier Boy Brow in Brown Glossier Lash Slick No .1 Pencil Look 1: Glossier No. 1 Pencil in Muse Glossier Lidstar	Title
118	118_giant eagle_Giant Eagle Healthy Happens Here.mp4	268	https://cognitivestudy.blob.core.windows.net/videos/118_giant eagle_Giant Eagle Healthy Happens Here.mp4	31300	Giant Eagle Healthy Happens Here Helping our communities stay healthy is always important to us. By following CDC guidelines to make your shopping experience as safe as possible including offering contactless grocery shopping through Curbside Pickup & Delivery and stocking our stores with the freshest produce, meat, and seafood, everything you need for a healthier you is at your neighborhood store. Because healthy	Title
